Rank,Name,Platform,Year,Genre
12513,Marvel Super Heroes,21,1997.0,2
12514,Mike Piazza's Strike Zone,10,1998.0,10
12515,Bust-A-Move '99,10,1998.0,5
12516,Star Soldier: Vanishing Earth,10,1998.0,8
12517,Polaris SnoCross,10,2000.0,6
12518,Worms Blast,7,2002.0,5
12519,Prinny: Can I Really Be The Hero? (US sales),19,,0
12520,The Legend of Heroes VII: The Trail of Blue,20,2014.0,7
12521,BlazBlue: Chrono Phantasma Extend,30,2015.0,0
12522,Smile PreCure! Let's Go! Marchen World,2,2012.0,0
12523,IHRA Professional Drag Racing 2005,29,2004.0,6
12524,Tokyo Xtreme Racer Advance,6,2005.0,6
12525,Destiny: The Collection,18,2016.0,8
12526,Gun Showdown,19,2006.0,0
12527,Showtime Championship Boxing,4,2007.0,2
12528,Syndicate,13,1992.0,11
12529,Digimon All-Star Rumble,28,2014.0,2
12530,Foster's Home for Imaginary Friends: Imagination Invaders,4,2007.0,1
12531,I Love Beauty: Hollywood Makeover,4,2009.0,3
12532,Power Pro Success Legends,19,2010.0,10
12533,Combat Elite: WWII Paratroopers,16,,8
12534,Rock Blast,4,2008.0,5
12535,Pheasants Forever Wingshooter,26,2010.0,8
12536,Ivy the Kiwi?,26,2010.0,5
12537,Killer Loop,15,1999.0,6
12538,Cabela's Dangerous Hunts: Ultimate Challenge,19,2006.0,10
12539,Xiaolin Showdown,19,2006.0,0
12540,Worldwide Soccer,21,1994.0,10
12541,Toriko: Gourmet Battle!,2,2013.0,7
12542,Need for Speed: Shift,13,2009.0,6
12543,Zoo Tycoon: Complete Collection,13,2003.0,11
12544,Little League World Series Baseball 2008,4,2008.0,10
12545,Commandos: Strike Force,16,2006.0,8
12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,16,2004.0,8
12547,Darksiders II,30,2015.0,0
12548,Rapala Pro Fishing,6,2004.0,10
12549,Create,13,2010.0,0
12550,Guilty Gear X: Advance Edition,6,2002.0,2
12551,Impossible Mission,19,2007.0,4
12552,Zoo Tycoon 2,13,2004.0,11
12553,Fate/Tiger Colosseum Upper,19,2008.0,2
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,4,2009.0,3
12555,Rooms: The Main Building,26,2010.0,1
12556,Theresia...,4,2008.0,1
12557,Pop Cutie! Street Fashion Simulation,4,2008.0,9
12558,Top Gun: Hard Lock,28,2012.0,0
12559,JoJo's Bizarre Adventure: All Star Battle,2,2012.0,2
12560,Carol Vorderman's Sudoku,19,2006.0,5
12561,Ford Racing 3,6,2005.0,6
12562,Genkai Tokki: Moero Crystal,20,2015.0,7
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,16,2006.0,3
12564,Disney Planes Fire & Rescue,26,2014.0,0
12565,Attack on Titan (KOEI),17,2016.0,0
12566,Satisfashion,4,2010.0,3
12567,World Soccer Winning Eleven 9 (US sales),19,2005.0,10
12568,Winning Post 4 Maximum,16,2000.0,10
12569,Oddworld: Munch's Oddysee,6,2003.0,4
12570,Match 3 Madness,4,2010.0,5
12571,Exhibition Volume 5,29,2004.0,3
12572,Record of Lodoss War: Eiyuu Sensou,22,1994.0,7
12573,DuckTales: Remastered,27,2013.0,0
12574,LEGO Batman: The Videogame,13,2008.0,0
12575,Atelier Sophie: The Alchemist of the Mysterious Book,20,2015.0,7
12576,Starry ? Sky: In Summer,19,2010.0,3
12577,Imagine: Resort Owner,4,2010.0,11
12578,Pro Yakyuu Netsu Star 2007,16,2007.0,10
12579,Klonoa Beach Volleyball,15,2002.0,10
12580,Melty Blood: Actress Again,16,2009.0,2
12581,TrackMania Turbo,30,2016.0,0
12582,Izuna 2: The Unemployed Ninja Returns,4,2007.0,7
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,4,2005.0,0
12584,Centipede: Infestation,26,2011.0,8
12585,Mercury Meltdown,19,2006.0,0
12586,SingStar Mallorca Party,17,2009.0,3
12587,3D Lemmings,15,1995.0,5
12588,Hi Hi Puffy AmiYumi: Kaznapped,6,2005.0,0
12589,FIFA Soccer 07,4,2006.0,10
12590,Resident Evil - Code: Veronica X,7,2003.0,0
12591,Broken Sword: The Shadow of the Templars,6,2002.0,1
12592,Back to the Future: The Game,26,2011.0,1
12593,Summon Night 6: Lost Borders,20,2016.0,0
12594,Tenchi Muyou! Ryoukouki Gokuraku,21,1995.0,1
12595,Kelly Slater's Pro Surfer,7,2002.0,10
12596,Jacqueline Wilson's Tracy Beaker: The Game,4,2009.0,3
12597,Sacred 3,28,2014.0,7
12598,I Am In The Movie,19,2012.0,9
12599,Doraemon: Nobita no Uchuu Eiyuuki,2,2015.0,0
12600,Trapt,16,2005.0,0
12601,Jewel Legends: Tree of Life,4,2011.0,5
12602,Splat Renegade Paintball,29,2005.0,10
12603,Zendoku,4,2007.0,5
12604,Metal Max 4: Gekkou no Diva,2,2013.0,7
12605,Jumper: Griffin's Story,28,2008.0,0
12606,Worms 3D,29,2003.0,11
12607,pro evolution soccer 2011,13,2010.0,10
12608,Crazy Chicken: Pharaoh's Treasure,4,2007.0,5
12609,Arcana Heart 3,20,2014.0,2
12610,Magi: Aratanaru Sekai,2,2014.0,7
12611,PoPoLoCrois,19,2005.0,7
12612,Mahouka Koukou no Rettousei: Out of Order,20,2014.0,1
12613,Dragon Rage,16,2001.0,8
12614,Lord of Magna: Maiden Heaven,2,2014.0,7
12615,Dig Dug: Digging Strike,4,2005.0,5
12616,Dance Sensation!,26,2010.0,3
12617,Brave: A Warrior's Tale,26,2009.0,0
12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2,2016.0,0
12619,Raw Danger! (JP sales),16,2006.0,0
12620,Archer Maclean Presents: Pool Paradise,16,2004.0,10
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,4,2006.0,3
12622,Winx Club: Mission Enchantix,4,2008.0,1
12623,Petz Bunnyz Bunch,4,2011.0,9
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,13,2007.0,8
12625,Backyard Skateboarding 2006,6,2004.0,10
12626,Tron 2.0: Killer App,29,2004.0,0
12627,Steins;Gate: Hiyoku Renri no Darling,19,2012.0,0
12628,Captain America: Super Soldier,26,,0
12629,Gegege no Kitarou: Youkai Daigekisen,4,2008.0,0
12630,Emblem of Gundam,4,2008.0,11
12631,The Fast and the Furious,16,2006.0,6
12632,Gem Smashers,26,2011.0,4
12633,Super Robot Wars OG: The Moon Dwellers,17,2016.0,3
12634,G-Police: Weapons of Justice,15,1999.0,0
12635,Killing Zone,15,1996.0,2
12636,All Kamen Rider: Rider Generation 2,19,2012.0,0
12637,Policenauts,1,1995.0,1
12638,Adventures of Lolo,11,1989.0,5
12639,Quiz! Hexagon II,4,2010.0,3
12640,Game of Thrones (Telltale),17,2015.0,1
12641,Call of Duty: The War Collection,28,2010.0,8
12642,Warriors Orochi 2,28,2008.0,0
12643,The History Channel: Battle for the Pacific,28,2007.0,8
12644,Racing Gears Advance,6,2004.0,6
12645,Jewel Master: Cradle of Persia,4,2012.0,5
12646,Project Setsuna,18,2016.0,7
12647,Syphon Filter: Logan's Shadow,16,2010.0,8
12648,NTRA Breeders' Cup World Thoroughbred Championships,29,2005.0,9
12649,Tiger Woods PGA Tour 08,4,2007.0,10
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,16,2008.0,3
12651,Tanjou S Debut,21,1996.0,9
12652,Nendoroid Generation,19,2012.0,7
12653,Brave: A Warrior's Tale,28,2009.0,0
12654,Pop'n TwinBee: Rainbow Bell Adventure,23,1993.0,4
12655,Honeycomb Beat,4,2006.0,5
12656,Broken Helix,15,1997.0,0
12657,The Saboteur,13,2009.0,0
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,4,2010.0,7
12659,Myst III: Exile,29,2002.0,1
12660,Warriors: Legends of Troy,28,2011.0,0
12661,Hajime no Ippo Portable: Victorious Spirits,19,2007.0,2
12662,Nanostray,4,2005.0,8
12663,CMT Presents: Karaoke Revolution Country,16,2006.0,3
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,4,2007.0,2
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,4,2008.0,7
12666,Vitamin X to Z,19,2011.0,1
12667,Fatal Frame,29,2002.0,0
12668,Flip's Twisted World,26,,4
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,16,2006.0,8
12670,Urban Chaos: Riot Response,16,2006.0,8
12671,Generation of Chaos,19,2005.0,7
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,5,1991.0,0
12673,Gormiti: The Lords of Nature!,4,2010.0,1
12674,The Sims 2: University,13,2005.0,9
12675,Pucca Power Up,4,2011.0,4
12676,Resident Evil 2,7,2003.0,0
12677,MLB Power Pros 2008,4,2008.0,10
12678,Real Soccer 2009,4,2008.0,10
12679,World Championship Athletics,26,2009.0,10
12680,The Amazing Spider-Man 2 (2014),27,2014.0,0
12681,Yomawari,20,2015.0,1
12682,Real Bout Garou Densetsu Special: Dominated Mind,15,1998.0,2
12683,Jumble Madness,4,2009.0,5
12684,Vampire Rain: Altered Species,17,2008.0,0
12685,Sumikko Gurashi: Mura o Tsukurundesu,2,2016.0,3
12686,Harry Potter and the Sorcerer's Stone,13,2001.0,0
12687,Minna no Sukkiri,19,2009.0,10
12688,Scurge: Hive,4,2006.0,0
12689,Catwoman,29,2004.0,0
12690,Murdered: Soul Suspect,13,2014.0,0
12691,Romance of the Three Kingdoms 13,18,2015.0,0
12692,Noddy in Toyland,4,2011.0,3
12693,Aquarium by DS,4,2008.0,9
12694,Utawarerumono: Itsuwari no Kamen,18,2015.0,1
12695,Ride to Hell,28,2013.0,6
12696,Burning Rangers,21,1998.0,4
12697,Mana Khemia: Alchemists of Al-Revis,16,2007.0,7
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,4,2010.0,0
12699,Interplay Sports Baseball 2000,15,1999.0,10
12700,Zone of the Enders: The Fist of Mars,6,2001.0,7
12701,Animorphs: Shattered Reality,15,2000.0,0
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,23,1992.0,2
12703,Eikan wa Kimini 2002: Koshien no Kodou,16,2002.0,10
12704,PopStar Guitar,26,2008.0,3
12705,Mirror's Edge,13,2009.0,4
12706,Blade Dancer: Lineage of Light,19,2006.0,7
12707,Terminator 3: Rise of the Machines,6,2003.0,0
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,19,2006.0,3
12709,Mayhem 3D,17,2011.0,6
12710,G1 Jockey 2,16,2000.0,10
12711,Mobile Ops: The One Year War,28,,9
12712,Constantine,29,2005.0,0
12713,Chaos Rings III,20,2014.0,7
12714,Tom Clancy's Splinter Cell: Double Agent,7,2006.0,0
12715,Senritsu no Stratus,19,2011.0,7
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,4,2009.0,2
12717,Rhapsody: A Musical Adventure,4,2008.0,7
12718,Titan Quest,13,2006.0,7
12719,Wantame Fortune Channel,4,2007.0,3
12720,Evangelion: Jo,19,2009.0,0
12721,Bleach: Blade Battlers 2nd,16,2007.0,2
12722,Samurai Jack: The Shadow of Aku,16,2004.0,0
12723,Kamen Rider Kabuto,16,2006.0,0
12724,Men in Black The Series: Crashdown,15,2001.0,8
12725,Zero Divide,15,1995.0,2
12726,FIFA Street,7,2005.0,10
12727,Tsugunai: Atonement,16,2001.0,7
12728,Rugby World Cup 2015,18,2015.0,10
12729,Lost Kingdoms II,7,2003.0,7
12730,Aggressive Inline,7,2002.0,10
12731,Nights of Azure,18,2015.0,0
12732,Dungeon Keeper 2,13,1999.0,0
12733,Viewtiful Joe: Red Hot Rumble,7,2005.0,0
12734,The Lord of the Rings: The Battle for Middle-Earth II,28,2006.0,11
12735,Kaite Shabette Hajimeyou! Monster Farm DS,4,2007.0,7
12736,Dungeon Explorer: Warriors of Ancient Arts,4,2007.0,7
12737,Pro Yaky? Spirits 2012,20,2012.0,10
12738,Samurai Warriors 4: Empires,17,2015.0,0
12739,Point Blank DS (US sales),4,2006.0,8
12740,FIFA Soccer 06,4,2005.0,10
12741,SD Gundam G Generation Wars,26,2009.0,11
12742,Broken Sword II: The Smoking Mirror,15,1997.0,1
12743,Pump It Up: Exceed,16,2005.0,3
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,19,2012.0,0
12745,Wreckless: ThE YaKuza MisSiOns,7,2002.0,6
12746,Doki-Doki Universe,20,2013.0,1
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",16,2007.0,3
12748,TOCA Race Driver 2: Ultimate Racing Simulator,16,2004.0,6
12749,Girls RPG: Cinderellife,2,2012.0,7
12750,Dr. Muto,29,2002.0,4
12751,Tom Clancy's Rainbow Six: Critical Hour,29,,8
12752,Gothic 3,13,2006.0,7
12753,Tokyo Twilight Ghost Hunters,17,2014.0,7
12754,Scrabble Blast!,6,2005.0,3
12755,Dino Pets,4,2009.0,9
12756,Fate/Stay Night [Réalta Nua],20,2012.0,1
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,4,2010.0,1
12758,Gintama no Sugoroku,19,2013.0,0
12759,Kid Fit Island Resort,26,2010.0,10
12760,The Lord of the Rings: Aragorn's Quest,16,2010.0,0
12761,Roogoo Twisted Towers,26,2009.0,5
12762,Doraemon 4: Nobita to Toki no Okoku,23,1995.0,4
12763,Myst,21,1994.0,1
12764,F1 2010,13,2010.0,6
12765,Toaru Kagaku no Chou Denjihou,19,2011.0,1
12766,Starwinder: The Ultimate Space Race,15,1996.0,6
12767,The Lost Chronicles of Zerzura,13,2012.0,1
12768,Ski Region Simulator,13,2011.0,9
12769,Angelique Trois,16,2000.0,1
12770,Dreamer Series: Babysitter,4,2009.0,9
12771,Diva Girls: Divas on Ice,4,2009.0,10
12772,Dance Dance Revolution: Mario Mix (JP sales),7,2005.0,9
12773,A-Train 6,16,2000.0,11
12774,Meitantei Conan: Tantei Ryoku Trainer,4,2007.0,3
12775,MotoGP,6,2002.0,6
12776,ESPN International Winter Sports 2002,16,2002.0,10
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",4,2009.0,10
12778,KimiKiss (ebKore+),16,2008.0,1
12779,Gold and Glory: The Road to El Dorado,15,2000.0,1
12780,NBA Live 07,29,2006.0,10
12781,Choro Q Marine: Q Boat,15,1998.0,6
12782,GunPey,19,2006.0,5
12783,BattleBots: Beyond the BattleBox,6,2002.0,0
12784,MX vs. ATV Supercross Encore,18,2015.0,10
12785,Yuugen Gaisha Brave Company,2,2011.0,11
12786,Mighty Beanz: Pocket Puzzles,6,2004.0,5
12787,Ken to Mahou to Gakuen Mono. 3D,2,2011.0,7
12788,History Great Empires: Rome,4,2009.0,11
12789,The King of Fighters '96,12,1996.0,2
12790,Friends: The One with All the Trivia,16,2005.0,3
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,4,2008.0,9
12792,Backyard NFL Football '08,16,2007.0,10
12793,Coraline,26,2009.0,0
12794,Gunbird,21,1995.0,8
12795,Imagine: Party Planner,4,2009.0,9
12796,Dream C Club Portable,19,2010.0,9
12797,Tom Clancy's Rainbow Six 3,7,2004.0,8
12798,Elemental Gearbolt,15,1997.0,8
12799,Space Chimps,4,2008.0,4
12800,Tony Hawk's Pro Skater 5,17,2015.0,10
12801,WWF Wrestlemania: The Arcade Game,15,1995.0,2
12802,Handball 16,18,2015.0,10
12803,Cabela's Big Game Hunter 2005 Adventures,6,2004.0,10
12804,Grand Kingdom,18,2015.0,7
12805,Mega Man 8 Anniversary Collector's Edition,21,1997.0,4
12806,V-Rally 3,16,2002.0,6
12807,Nobunaga no Yabou: Souzou,18,2014.0,11
12808,Whiplash,29,2003.0,6
12809,GRID,4,,6
12810,Pro Yakyuu Famista 2011,2,2011.0,10
12811,Impact Racing,15,1996.0,6
12812,My Horse & Me: Riding for Gold,26,2008.0,10
12813,Sled Shred featuring the Jamaican Bobsled Team,26,2010.0,10
12814,Amazing Island,7,2004.0,11
12815,SeaBlade,29,2002.0,8
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,3,2000.0,10
12817,Carmen Sandiego: The Secret of the Stolen Drums,16,2004.0,0
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,19,2010.0,7
12819,Activision Hits: Remixed,19,2006.0,3
12820,Death Jr. II: Root of Evil,19,2006.0,4
12821,Hail to the Chimp,28,2008.0,3
12822,MotoGP 4 - Official Game of MotoGP,16,2005.0,6
12823,Legend of Kay,27,2015.0,0
12824,Kyoukai Senjou no Horizon Portable,19,2013.0,1
12825,4 Elements,13,2009.0,5
12826,Shining Force III: Scenario 2,21,1998.0,11
12827,Captain America: Super Soldier,4,,0
12828,Airline Tycoon 2,13,2011.0,9
12829,Worms World Party,6,2002.0,11
12830,Medabots: Metabee,6,2002.0,7
12831,Medal of Honor: Airborne,13,2007.0,8
12832,NHL Legacy,28,2015.0,0
12833,Final Fight: Streetwise,16,2006.0,0
12834,Speed Kings,29,2003.0,6
12835,Drivers Ed Portable,4,2008.0,3
12836,Rebelstar: Tactical Command,6,2005.0,11
12837,Kamen Rider: Battride War Genesis,18,2016.0,0
12838,IL-2 Sturmovik: Cliffs of Dover,13,2011.0,9
12839,Gladiator: Sword of Vengeance,29,2003.0,0
12840,Unsolved Crimes,4,2008.0,1
12841,Minna to Kimi no Piramekino!,4,2010.0,3
12842,Virtua Tennis 3,19,2007.0,10
12843,Bombastic,16,2002.0,5
12844,Xiaolin Showdown,4,2006.0,0
12845,NHL Powerplay 98,15,1997.0,10
12846,Olympic Soccer: Atlanta 1996,15,1996.0,10
12847,Lernerfolg Vorschule: Capt'n Sharky,4,2009.0,3
12848,Samurai Dou Portable,19,2008.0,0
12849,Princess on Ice,4,2008.0,10
12850,Countdown: The Game,26,2009.0,5
12851,Phantasy Star Online Episode I & II Plus,7,2003.0,7
12852,Samurai Warriors 4: Empires,20,2015.0,0
12853,DuckTales: Remastered,17,2013.0,0
12854,Front Mission 2089: Border of Madness,4,2008.0,11
12855,Miracle Girls Festival,20,2015.0,3
12856,Dual Hearts,16,2002.0,7
12857,7 Wonders: Treasures of Seven,4,2011.0,5
12858,NFL Quarterback Club 2002,7,2001.0,10
12859,Saki: Zenkoku-hen,20,2015.0,3
12860,Mister Slime,4,2008.0,0
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,20,2015.0,0
12862,"Murder, She Wrote",13,2009.0,1
12863,Virtual Villagers: A New Home,4,2010.0,9
12864,Wing Commander: Prophecy,6,2003.0,9
12865,Marc Ecko's Getting Up: Contents Under Pressure,16,2006.0,0
12866,Learn Science,4,2010.0,3
12867,Sega Soccer Slam,29,2002.0,10
12868,Hakuouki: Reimeiroku,16,2010.0,1
12869,Vertigo,26,2009.0,11
12870,Blood Omen 2,7,2002.0,0
12871,NBA 2K17,28,2016.0,10
12872,Shin Sangoku Musou 5 Empires,19,2010.0,0
12873,Front Mission Evolved,13,2010.0,8
12874,Carve,29,2004.0,6
12875,BlowOut,29,2003.0,8
12876,McDROID,19,2011.0,11
12877,GachiTora! Abarenbou Kyoushi in High School,19,2011.0,0
12878,WTA Tour Tennis,16,2001.0,10
12879,Bottom of the 9th '99,15,1998.0,10
12880,Dynasty Warriors 5,29,2005.0,0
12881,Reader Rabbit 2nd Grade,26,,3
12882,Famicom Mini: Dig Dug,6,2004.0,5
12883,FIFA Soccer 2003,6,2002.0,10
12884,Naval Ops: Commander,16,2004.0,9
12885,Adventure Time: Finn & Jake Investigations,27,2015.0,0
12886,Defendin' De Penguin,26,2008.0,11
12887,Bleach: Blade Battlers,16,2006.0,2
12888,Rez,16,2001.0,8
12889,Goosebumps: The Game,2,2015.0,1
12890,MLB SlugFest 2006,29,2006.0,10
12891,Rockin' Pretty,4,2009.0,3
12892,Jake Power: Policeman,4,2008.0,1
12893,Samurai Warriors 4-II,20,2015.0,0
12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,4,2006.0,3
12895,UEFA Euro 2004: Portugal,29,2004.0,10
12896,Lufia: The Ruins of Lore,6,2002.0,7
12897,Major Minor's Majestic March,26,2009.0,3
12898,Shaman King: Soul Fight,7,2003.0,4
12899,Samurai Deeper Kyo,15,2002.0,2
12900,Samantha Swift and the Hidden Roses of Athena,4,2010.0,1
12901,Dark Souls III,13,2016.0,7
12902,Medabots: Infinity,7,2003.0,7
12903,Tom Clancy's HAWX 2,13,2010.0,0
12904,Zapper: One Wicked Cricket!,29,2002.0,4
12905,Jirou Akagawa: Majotachi no Nemuri,23,1995.0,1
12906,Arcana Heart 3,28,2011.0,2
12907,Bust-A-Bloc,16,2002.0,5
12908,Sitting Ducks,16,2003.0,4
12909,Puyo Puyo 7,26,2009.0,5
12910,Animal Planet: Vet Collection,4,2010.0,9
12911,Imagine Animal Doctor Care Center,4,2010.0,9
12912,Rugby 15,28,2015.0,10
12913,NFL Blitz Pro,29,2003.0,10
12914,Major League Baseball 2K11,19,2011.0,10
12915,Uta no Prince-Sama: Music 3,20,2016.0,0
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,26,2013.0,3
12917,Mountain Bike Adrenaline,16,,10
12918,New Prince of Tennis: Go to the Top,2,2015.0,0
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2,2013.0,0
12920,Nobunaga's Ambition: Sphere of Influence,20,2014.0,11
12921,Hi-Octane: The Track Fights Back!,15,1995.0,6
12922,Venetica,13,2009.0,7
12923,Black Sigil: Blade of the Exiled,4,2009.0,7
12924,Tour de France 2011,28,,6
12925,Wakeboarding Unleashed Featuring Shaun Murray,29,2003.0,10
12926,TrackMania Turbo: Build to Race,4,2010.0,6
12927,ZombiU,18,2016.0,0
12928,Domino Rally,26,2007.0,0
12929,Doraemon 2: Nobita no Toizurando Daibouken,23,1993.0,7
12930,Samurai Champloo: Sidetracked,16,2006.0,0
12931,Drill Dozer,6,,4
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,17,2016.0,0
12933,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,4,2007.0,0
12934,Utawarerumono: Futari no Hakuoro,20,2016.0,3
12935,Chaos;Child,20,2015.0,1
12936,Fatal Fury: Wild Ambition,15,1999.0,2
12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,4,2010.0,0
12938,Dengeki Gakuen RPG: Cross of Venus,4,2009.0,7
12939,Judge Dredd,15,1997.0,4
12940,FIFA 17,13,2016.0,10
12941,Minna no Ennichi,2,2012.0,0
12942,Winning Post 8,17,2014.0,6
12943,King Arthur,29,2004.0,0
12944,DoDonPachi Resurrection,28,2010.0,8
12945,Bass Rise,15,1999.0,10
12946,UEFA Champions League 2006-2007,28,2007.0,10
12947,Dynamite Headdy,8,1993.0,4
12948,Hunted: The Demon's Forge,13,2011.0,0
12949,Choujikuu Yousai Macross: Do You Remember Love,17,2012.0,8
12950,Arcania: Gothic 4,18,2015.0,7
12951,Persona 2: Eternal Punishment,19,2012.0,7
12952,Dragon's Lair 3D: Return to the Lair,29,2002.0,4
12953,Growlanser: Heritage of War (jp sales),16,2006.0,7
12954,The Bureau: XCOM Declassified,13,2013.0,8
12955,Myst IV: Revelation,29,2005.0,1
12956,Culdcept Revolt,2,2016.0,11
12957,Sushi Go-Round,26,2010.0,9
12958,Pachinko Wars II,23,1993.0,3
12959,Myth Makers: Orbs of Doom,26,2007.0,5
12960,Toy Soldiers: War Chest,30,2015.0,0
12961,The Nightmare of Druaga: Fushigino Dungeon,16,2004.0,7
12962,Omega Labyrinth,20,2015.0,7
12963,Air Conflicts: Aces of World War II,19,2009.0,9
12964,Cities in Motion,13,2011.0,9
12965,Aliens in the Attic,4,2009.0,0
12966,Virtua Striker 2002,7,2002.0,10
12967,Kamen Rider: Dragon Knight,4,2009.0,2
12968,Code Lyoko,4,2007.0,0
12969,Taito Legends Power Up,19,2007.0,0
12970,Fate/Unlimited Codes Portable,19,2009.0,2
12971,Metal Slug Anthology,19,2007.0,8
12972,Tenchu: Dark Secret,4,2006.0,0
12973,Game no Kanzume Vol 2,22,1994.0,3
12974,Disney's PK: Out of the Shadows,7,2002.0,4
12975,Zoo Quest: Puzzle Fun!,4,2008.0,5
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,16,2006.0,0
12977,The Idolmaster 2,28,2011.0,9
12978,PQ2: Practical Intelligence Quotient,19,2006.0,5
12979,Mr Bean's Wacky World of Wii,26,2009.0,1
12980,Powerdrome,16,2004.0,6
12981,Dreamer Series: Puppy Trainer,4,2008.0,9
12982,Pro Yakyuu Spirits 5 Kanzenban,16,2008.0,10
12983,Tsumiki: Block Drop Mania,4,2007.0,0
12984,Shin Sangoku Musou 5 Special,19,2009.0,0
12985,Pony Friends: Mini Breeds Edition,4,2008.0,9
12986,Otogi 2: Immortal Warriors,29,2003.0,0
12987,Legend of Kay,16,2005.0,0
12988,Piglet's Big Game,7,2003.0,4
12989,Dead or Alive Xtreme 3: Fortune,18,2016.0,10
12990,Ivy the Kiwi?,4,2010.0,5
12991,Fallout: Brotherhood of Steel,29,2004.0,7
12992,Strawberry Shortcake: Strawberryland Games,4,2006.0,0
12993,Koi to Senkyo to Chocolate Portable,19,2012.0,1
12994,IndyCar Series,29,2003.0,6
12995,Hysteria Hospital: Emergency Ward,26,2009.0,0
12996,Dokapon Journey,4,2008.0,7
12997,Ultra Bust-A-Move,29,2004.0,5
12998,Rally Fusion: Race of Champions,29,2002.0,6
12999,Piglet's Big Game,6,2003.0,4
13000,Lucha Libre AAA: Heroes del Ring,28,2010.0,2
13001,Pony Friends,4,2007.0,9
13002,Natural Doctrine,17,2014.0,7
13003,Pinball Hall of Fame: The Gottlieb Collection,7,2005.0,3
13004,Ferrari F355 Challenge,16,2002.0,6
13005,MorphX,28,2010.0,8
13006,Stranger of Sword City,20,2015.0,7
13007,Air Traffic Chaos,4,2007.0,9
13008,Battleship / Connect Four / Sorry! / Trouble,4,2006.0,5
13009,Prism: Light the Way,4,2007.0,5
13010,Tiny Toon Adventures: Toonenstein - Dare to Scare,15,1998.0,0
13011,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,4,2010.0,2
13012,Shifters,16,2002.0,1
13013,RPG Tsukuru DS,4,2010.0,7
13014,WRC 5: FIA World Rally Championship,18,2015.0,10
13015,Earth Defense Force 4.1: The Shadow of New Despair,18,2015.0,8
13016,The BIGS 2,4,2009.0,10
13017,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,4,2008.0,7
13018,TNA iMPACT: Cross the Line,19,2010.0,2
13019,SpongeBob: HeroPants,20,2015.0,4
13020,Lagoon,23,1991.0,7
13021,Nanostray 2,4,2008.0,8
13022,Project Setsuna,20,2016.0,7
13023,Microsoft Flight Simulator X Acceleration Expansion Pack,13,2007.0,9
13024,Trick x Logic: Season 1,19,2010.0,1
13025,Mortal Kombat X,13,2015.0,2
13026,Mawashite Tsunageru Touch Panic,4,2006.0,5
13027,Luminous Arc Infinity,20,2015.0,0
13028,Monster! Bass Fishing,6,2003.0,10
13029,Sigma Star Saga,6,2005.0,7
13030,Winning Post 7 2010,19,2010.0,10
13031,Assetto Corsa,18,2016.0,6
13032,Batman: Gotham City Racer,15,2001.0,6
13033,Sengoku Basara X,16,2008.0,2
13034,Plants vs. Zombies,13,2009.0,11
13035,Top Spin 2,4,2006.0,10
13036,Doraemon: Nobita no Kyouryuu 2006 DS,4,2006.0,7
13037,Ontamarama,4,2007.0,0
13038,Hakuoki: Stories of the Shinsengumi,17,2010.0,1
